,PARK,BOROUGH,SIZE (ACRES),CATEGORY,MURDER,RAPE,ROBBERY,FELONY ASSAULT,BURGLARY,GRAND LARCENY,GRAND LARCENY OF MOTOR VEHICLE,TOTAL
1087,WEEKSVILLE PLAYGROUND,BROOKLYN     ,0.295,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1088,DODGER PLAYGROUND,BROOKLYN     ,0.293,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1089,RODNEY PLAYGROUND NORTH,BROOKLYN     ,0.29,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1090,ELIZABETH STROUD PLAYGROUND,BROOKLYN     ,0.29,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1091,HANSBOROUGH RECREATION CENTER,MANHATTAN    ,0.29,POOL & RECREATION CENTER LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1092,A.R.R.O.W. FIELD HOUSE,QUEENS       ,0.29,BASKETBALL & REC CENTER LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1093,JENNIE JEROME PLAYGROUND,BRONX        ,0.287,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1094,PLAYGROUND 115,QUEENS       ,0.287,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1095,MARINERS HARBOR PLAYGROUND,STATEN ISLAND,0.271,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1096,YOUTH VILLAGE,BRONX        ,0.27,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1097,BEANSTALK PLAYGROUND,BRONX        ,0.267,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1098,DESALVIO PLAYGROUND,MANHATTAN    ,0.266,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1099,DAN ROSS PLAYGROUND,BROOKLYN     ,0.256,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1100,DREAM STREET PARK,MANHATTAN    ,0.252,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1101,SIDNEY HILLMAN PLAYGROUND,MANHATTAN    ,0.245,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1102,SUNSHINE PLAYGROUND,MANHATTAN    ,0.24,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1103,RODNEY PARK CENTER,BROOKLYN     ,0.237,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1104,ST. GREGORY'S PLAYGROUND,MANHATTAN    ,0.231,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1105,SORRENTINO RECREATION CENTER,QUEENS       ,0.231,RECREATION CENTER LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1106,UMMA PARK,BROOKLYN     ,0.23,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1107,WILLIAM F MOORE PARK,QUEENS       ,0.23,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1108,OGDEN PLIMPTON PLAYGROUND,BRONX        ,0.229,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1109,MARY O'CONNOR PLAYGROUND,MANHATTAN    ,0.229,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1110,GENE GRAY PLAYGROUND,QUEENS       ,0.229,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1111,DOWNING STREET PLAYGROUND,MANHATTAN    ,0.223,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1112,PLAYGROUND THIRTY FIVE XXXV,QUEENS       ,0.218,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1113,ROLF HENRY PLAYGROUND,BROOKLYN     ,0.213,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1114,P.S. 125 PLAYGROUND,BROOKLYN     ,0.208,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1115,TONY DAPOLITO RECREATION CENTER,MANHATTAN    ,0.208,POOL & RECREATION CENTER LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1116,DAVIDSON PLAYGROUND,BRONX        ,0.207,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1117,ASTORIA HEALTH PLAYGROUND,QUEENS       ,0.207,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1118,CHIARANTANO PLAYGROUND,BROOKLYN     ,0.206,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1119,MINETTA PLAYGROUND,MANHATTAN    ,0.206,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1120,CORONA MAC PARK,QUEENS       ,0.205,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1121,THORPE FAMILY PLAYGROUND,BRONX        ,0.201,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1122,SUNNERS PLAYGROUND,BROOKLYN     ,0.197,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1123,TUDOR GROVE PLAYGROUND,MANHATTAN    ,0.192,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1124,RODNEY PLAYGROUND CENTER,BROOKLYN     ,0.189,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1125,SEABURY PARK,BRONX        ,0.186,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1126,EAE J MITCHELL PARK,BRONX        ,0.183,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1127,PENN TRIANGLE,BROOKLYN     ,0.183,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1128,METROPOLITAN RECREATION CENTER,BROOKLYN     ,0.181,POOL & RECREATION CENTER LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1129,RAMON APONTE PARK,MANHATTAN    ,0.174,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1130,FIELD OF DREAMS PARK,BRONX        ,0.172,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1131,BILL BOJANGLES ROBINSON PLAYGROUND,MANHATTAN    ,0.172,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1132,RECREATION CENTER 54,MANHATTAN    ,0.17,POOL & RECREATION CENTER LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1133,PEARL ST PLAYGROUND,MANHATTAN    ,0.162,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1134,LEWIS PLAYGROUND,BROOKLYN     ,0.161,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1135,NORTH PACIFIC PLAYGROUND,BROOKLYN     ,0.155,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1136,MORRIS MESA,BRONX        ,0.15,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1137,PEACE PARK,BRONX        ,0.141,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1138,DUKE PARK,BROOKLYN     ,0.137,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1139,SOBEL PLAYGROUND,BROOKLYN     ,0.135,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1140,CAPTAIN JACOB JOSEPH PLAYGROUND,MANHATTAN    ,0.135,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1141,GRAND CANAL COURT,MANHATTAN    ,0.134,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1142,LT. FEDERICO NARVAEZ TOT LOT,BROOKLYN     ,0.125,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1143,WEST 186TH STREET BASKETBALL COURT,MANHATTAN    ,0.123,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1144,SOPHIE IRENE LOEB,MANHATTAN    ,0.122,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1145,BARRETTO PARK,BRONX        ,0.12,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1146,ABYSSINIAN TOT LOT,MANHATTAN    ,0.118,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1147,ALEXANDER'S ALLEY,BRONX        ,0.11,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1148,EAST FLATBUSH CHILDREN'S PARK,BROOKLYN     ,0.106,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1149,CORONA HEALTH SANCTUARY,QUEENS       ,0.101,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1150,MOHEGAN TRIANGLE,BRONX        ,0.096,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1151,PLAYGROUND OF THE AMERICAS,MANHATTAN    ,0.079,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1152,PRIVATE WILLIAM GRAY PARK,QUEENS       ,0.069,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1153,ADRIENNE'S PLAYGROUND,MANHATTAN    ,0.0,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1154,TOTAL,,,,9.0,21.0,409.0,206.0,23.0,526.0,4.0,1198.0
1155,,,,,,,,,,,,
